任务ID,批次号,优先级,是否启用,股票代码,策略ID,开始日期,结束日期,初始资金,K线周期,数据源,场景标签,成本档位,滑点BP,佣金费率,印花税率,最小手数,是否T1,最大重试,任务状态,报告ID,错误信息,创建时间,更新时间
T026649,BEAR01,2,1,000568.SZ,34R1U500V3,2018/5/22,2018/10/19,3000000.0,5min,default,熊市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026650,BEAR02,1,1,000568.SZ,34R1U500V3,2020/1/14,2020/3/23,1000000.0,1d,default,熊市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026651,BEAR02,2,1,000568.SZ,34R1U500V3,2020/1/14,2020/3/23,1000000.0,5min,default,熊市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026652,BEAR02,2,1,000568.SZ,34R1U500V3,2020/1/14,2020/3/23,1000000.0,1d,default,熊市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026653,BEAR02,2,1,000568.SZ,34R1U500V3,2020/1/14,2020/3/23,1000000.0,1d,default,熊市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026654,BEAR02,3,1,000568.SZ,34R1U500V3,2020/1/14,2020/3/23,1000000.0,5min,default,熊市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026655,BEAR02,2,1,000568.SZ,34R1U500V3,2020/1/14,2020/3/23,300000.0,1d,default,熊市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026656,BEAR02,1,1,000568.SZ,34R1U500V3,2020/1/14,2020/3/23,3000000.0,1d,default,熊市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026657,BEAR02,3,1,000568.SZ,34R1U500V3,2020/1/14,2020/3/23,300000.0,5min,default,熊市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026658,BEAR02,2,1,000568.SZ,34R1U500V3,2020/1/14,2020/3/23,3000000.0,5min,default,熊市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026659,BEAR03,1,1,000568.SZ,34R1U500V3,2022/1/4,2022/4/27,1000000.0,1d,default,熊市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026660,BEAR03,2,1,000568.SZ,34R1U500V3,2022/1/4,2022/4/27,1000000.0,5min,default,熊市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026661,BEAR03,2,1,000568.SZ,34R1U500V3,2022/1/4,2022/4/27,1000000.0,1d,default,熊市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026662,BEAR03,2,1,000568.SZ,34R1U500V3,2022/1/4,2022/4/27,1000000.0,1d,default,熊市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026663,BEAR03,3,1,000568.SZ,34R1U500V3,2022/1/4,2022/4/27,1000000.0,5min,default,熊市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026664,BEAR03,2,1,000568.SZ,34R1U500V3,2022/1/4,2022/4/27,300000.0,1d,default,熊市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026665,BEAR03,1,1,000568.SZ,34R1U500V3,2022/1/4,2022/4/27,3000000.0,1d,default,熊市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026666,BEAR03,3,1,000568.SZ,34R1U500V3,2022/1/4,2022/4/27,300000.0,5min,default,熊市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026667,BEAR03,2,1,000568.SZ,34R1U500V3,2022/1/4,2022/4/27,3000000.0,5min,default,熊市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026668,BEAR04,1,1,000568.SZ,34R1U500V3,2024/2/5,2024/4/22,1000000.0,1d,default,熊市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026669,BEAR04,2,1,000568.SZ,34R1U500V3,2024/2/5,2024/4/22,1000000.0,5min,default,熊市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026670,BEAR04,2,1,000568.SZ,34R1U500V3,2024/2/5,2024/4/22,1000000.0,1d,default,熊市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026671,BEAR04,2,1,000568.SZ,34R1U500V3,2024/2/5,2024/4/22,1000000.0,1d,default,熊市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026672,BEAR04,3,1,000568.SZ,34R1U500V3,2024/2/5,2024/4/22,1000000.0,5min,default,熊市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026673,BEAR04,2,1,000568.SZ,34R1U500V3,2024/2/5,2024/4/22,300000.0,1d,default,熊市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026674,BEAR04,1,1,000568.SZ,34R1U500V3,2024/2/5,2024/4/22,3000000.0,1d,default,熊市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026675,BEAR04,3,1,000568.SZ,34R1U500V3,2024/2/5,2024/4/22,300000.0,5min,default,熊市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026676,BEAR04,2,1,000568.SZ,34R1U500V3,2024/2/5,2024/4/22,3000000.0,5min,default,熊市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026677,SIDE01,1,1,000568.SZ,34R1U500V3,2019/5/6,2019/8/6,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026678,SIDE01,2,1,000568.SZ,34R1U500V3,2019/5/6,2019/8/6,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026679,SIDE01,2,1,000568.SZ,34R1U500V3,2019/5/6,2019/8/6,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026680,SIDE01,2,1,000568.SZ,34R1U500V3,2019/5/6,2019/8/6,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026681,SIDE01,3,1,000568.SZ,34R1U500V3,2019/5/6,2019/8/6,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026682,SIDE01,2,1,000568.SZ,34R1U500V3,2019/5/6,2019/8/6,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026683,SIDE01,1,1,000568.SZ,34R1U500V3,2019/5/6,2019/8/6,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026684,SIDE01,3,1,000568.SZ,34R1U500V3,2019/5/6,2019/8/6,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026685,SIDE01,2,1,000568.SZ,34R1U500V3,2019/5/6,2019/8/6,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026686,SIDE02,1,1,000568.SZ,34R1U500V3,2021/3/10,2021/7/28,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026687,SIDE02,2,1,000568.SZ,34R1U500V3,2021/3/10,2021/7/28,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026688,SIDE02,2,1,000568.SZ,34R1U500V3,2021/3/10,2021/7/28,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026689,SIDE02,2,1,000568.SZ,34R1U500V3,2021/3/10,2021/7/28,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026690,SIDE02,3,1,000568.SZ,34R1U500V3,2021/3/10,2021/7/28,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026691,SIDE02,2,1,000568.SZ,34R1U500V3,2021/3/10,2021/7/28,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026692,SIDE02,1,1,000568.SZ,34R1U500V3,2021/3/10,2021/7/28,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026693,SIDE02,3,1,000568.SZ,34R1U500V3,2021/3/10,2021/7/28,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026694,SIDE02,2,1,000568.SZ,34R1U500V3,2021/3/10,2021/7/28,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026695,SIDE03,1,1,000568.SZ,34R1U500V3,2022/6/15,2022/9/16,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026696,SIDE03,2,1,000568.SZ,34R1U500V3,2022/6/15,2022/9/16,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026697,SIDE03,2,1,000568.SZ,34R1U500V3,2022/6/15,2022/9/16,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026698,SIDE03,2,1,000568.SZ,34R1U500V3,2022/6/15,2022/9/16,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026699,SIDE03,3,1,000568.SZ,34R1U500V3,2022/6/15,2022/9/16,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026700,SIDE03,2,1,000568.SZ,34R1U500V3,2022/6/15,2022/9/16,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026701,SIDE03,1,1,000568.SZ,34R1U500V3,2022/6/15,2022/9/16,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026702,SIDE03,3,1,000568.SZ,34R1U500V3,2022/6/15,2022/9/16,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026703,SIDE03,2,1,000568.SZ,34R1U500V3,2022/6/15,2022/9/16,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026704,SIDE04,1,1,000568.SZ,34R1U500V3,2023/6/1,2023/9/22,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026705,SIDE04,2,1,000568.SZ,34R1U500V3,2023/6/1,2023/9/22,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026706,SIDE04,2,1,000568.SZ,34R1U500V3,2023/6/1,2023/9/22,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026707,SIDE04,2,1,000568.SZ,34R1U500V3,2023/6/1,2023/9/22,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026708,SIDE04,3,1,000568.SZ,34R1U500V3,2023/6/1,2023/9/22,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026709,SIDE04,2,1,000568.SZ,34R1U500V3,2023/6/1,2023/9/22,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026710,SIDE04,1,1,000568.SZ,34R1U500V3,2023/6/1,2023/9/22,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026711,SIDE04,3,1,000568.SZ,34R1U500V3,2023/6/1,2023/9/22,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026712,SIDE04,2,1,000568.SZ,34R1U500V3,2023/6/1,2023/9/22,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026713,SIDE05,1,1,000568.SZ,34R1U500V3,2025/1/2,2025/3/31,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026714,SIDE05,2,1,000568.SZ,34R1U500V3,2025/1/2,2025/3/31,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026715,SIDE05,2,1,000568.SZ,34R1U500V3,2025/1/2,2025/3/31,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026716,SIDE05,2,1,000568.SZ,34R1U500V3,2025/1/2,2025/3/31,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026717,SIDE05,3,1,000568.SZ,34R1U500V3,2025/1/2,2025/3/31,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026718,SIDE05,2,1,000568.SZ,34R1U500V3,2025/1/2,2025/3/31,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026719,SIDE05,1,1,000568.SZ,34R1U500V3,2025/1/2,2025/3/31,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026720,SIDE05,3,1,000568.SZ,34R1U500V3,2025/1/2,2025/3/31,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026721,SIDE05,2,1,000568.SZ,34R1U500V3,2025/1/2,2025/3/31,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026722,SIDE06,1,1,000568.SZ,34R1U500V3,2024/6/3,2024/8/30,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026723,SIDE06,2,1,000568.SZ,34R1U500V3,2024/6/3,2024/8/30,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026724,SIDE06,2,1,000568.SZ,34R1U500V3,2024/6/3,2024/8/30,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026725,SIDE06,2,1,000568.SZ,34R1U500V3,2024/6/3,2024/8/30,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026726,SIDE06,3,1,000568.SZ,34R1U500V3,2024/6/3,2024/8/30,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026727,SIDE06,2,1,000568.SZ,34R1U500V3,2024/6/3,2024/8/30,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026728,SIDE06,1,1,000568.SZ,34R1U500V3,2024/6/3,2024/8/30,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026729,SIDE06,3,1,000568.SZ,34R1U500V3,2024/6/3,2024/8/30,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026730,SIDE06,2,1,000568.SZ,34R1U500V3,2024/6/3,2024/8/30,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026731,BULL01,1,1,600309.SH,34R1U500V3,2018/1/2,2018/1/29,1000000.0,1d,default,牛市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026732,BULL01,2,1,600309.SH,34R1U500V3,2018/1/2,2018/1/29,1000000.0,5min,default,牛市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026733,BULL01,2,1,600309.SH,34R1U500V3,2018/1/2,2018/1/29,1000000.0,1d,default,牛市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026734,BULL01,2,1,600309.SH,34R1U500V3,2018/1/2,2018/1/29,1000000.0,1d,default,牛市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026735,BULL01,3,1,600309.SH,34R1U500V3,2018/1/2,2018/1/29,1000000.0,5min,default,牛市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026736,BULL01,2,1,600309.SH,34R1U500V3,2018/1/2,2018/1/29,300000.0,1d,default,牛市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026737,BULL01,1,1,600309.SH,34R1U500V3,2018/1/2,2018/1/29,3000000.0,1d,default,牛市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026738,BULL01,3,1,600309.SH,34R1U500V3,2018/1/2,2018/1/29,300000.0,5min,default,牛市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026739,BULL01,2,1,600309.SH,34R1U500V3,2018/1/2,2018/1/29,3000000.0,5min,default,牛市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026740,BULL02,1,1,600309.SH,34R1U500V3,2019/1/4,2019/4/8,1000000.0,1d,default,牛市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026741,BULL02,2,1,600309.SH,34R1U500V3,2019/1/4,2019/4/8,1000000.0,5min,default,牛市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026742,BULL02,2,1,600309.SH,34R1U500V3,2019/1/4,2019/4/8,1000000.0,1d,default,牛市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026743,BULL02,2,1,600309.SH,34R1U500V3,2019/1/4,2019/4/8,1000000.0,1d,default,牛市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026744,BULL02,3,1,600309.SH,34R1U500V3,2019/1/4,2019/4/8,1000000.0,5min,default,牛市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026745,BULL02,2,1,600309.SH,34R1U500V3,2019/1/4,2019/4/8,300000.0,1d,default,牛市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026746,BULL02,1,1,600309.SH,34R1U500V3,2019/1/4,2019/4/8,3000000.0,1d,default,牛市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026747,BULL02,3,1,600309.SH,34R1U500V3,2019/1/4,2019/4/8,300000.0,5min,default,牛市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026748,BULL02,2,1,600309.SH,34R1U500V3,2019/1/4,2019/4/8,3000000.0,5min,default,牛市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026749,BULL03,1,1,600309.SH,34R1U500V3,2020/3/24,2020/7/13,1000000.0,1d,default,牛市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026750,BULL03,2,1,600309.SH,34R1U500V3,2020/3/24,2020/7/13,1000000.0,5min,default,牛市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026751,BULL03,2,1,600309.SH,34R1U500V3,2020/3/24,2020/7/13,1000000.0,1d,default,牛市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026752,BULL03,2,1,600309.SH,34R1U500V3,2020/3/24,2020/7/13,1000000.0,1d,default,牛市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026753,BULL03,3,1,600309.SH,34R1U500V3,2020/3/24,2020/7/13,1000000.0,5min,default,牛市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026754,BULL03,2,1,600309.SH,34R1U500V3,2020/3/24,2020/7/13,300000.0,1d,default,牛市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026755,BULL03,1,1,600309.SH,34R1U500V3,2020/3/24,2020/7/13,3000000.0,1d,default,牛市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026756,BULL03,3,1,600309.SH,34R1U500V3,2020/3/24,2020/7/13,300000.0,5min,default,牛市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026757,BULL03,2,1,600309.SH,34R1U500V3,2020/3/24,2020/7/13,3000000.0,5min,default,牛市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026758,BULL04,1,1,600309.SH,34R1U500V3,2021/1/4,2021/2/10,1000000.0,1d,default,牛市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026759,BULL04,2,1,600309.SH,34R1U500V3,2021/1/4,2021/2/10,1000000.0,5min,default,牛市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026760,BULL04,2,1,600309.SH,34R1U500V3,2021/1/4,2021/2/10,1000000.0,1d,default,牛市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026761,BULL04,2,1,600309.SH,34R1U500V3,2021/1/4,2021/2/10,1000000.0,1d,default,牛市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026762,BULL04,3,1,600309.SH,34R1U500V3,2021/1/4,2021/2/10,1000000.0,5min,default,牛市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026763,BULL04,2,1,600309.SH,34R1U500V3,2021/1/4,2021/2/10,300000.0,1d,default,牛市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026764,BULL04,1,1,600309.SH,34R1U500V3,2021/1/4,2021/2/10,3000000.0,1d,default,牛市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026765,BULL04,3,1,600309.SH,34R1U500V3,2021/1/4,2021/2/10,300000.0,5min,default,牛市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026766,BULL04,2,1,600309.SH,34R1U500V3,2021/1/4,2021/2/10,3000000.0,5min,default,牛市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
